why	WRB	5
always	RB	10
encounter	VBD	1
encountered	VBD	1
much	JJ	3
chicanery	NN	1
everyday	JJ	1
interaction	NNS	1
interactions	NNS	1
earn	VBN	2
earned	VBN	2
fair	RB	1
square	RB	1
receive	VBD	1
received	VBD	1
piece	NN	2
town	NN	2
thereafter	RB	3
hunt	NNP	1
yard	NNP	1
indeed	RB	2
assure	VBN	1
assured	VBN	1
nearly	RB	3
lasting	JJ	1
boar	NNP	1
clear	JJ	3
joyous	JJ	1
out	IN	2
wide	JJ	2
open	JJ	3
sea	NN	2
thousand	NNS	3
thousands	NNS	3
upon	IN	2
sparkling	JJ	1
drop	NNS	10
drops	NNS	10
excite	VBN	1
excited	VBN	1
get	VBG	4
getting	VBG	4
play	VB	5
ocean	NN	8
dance	VBN	2
danced	VBN	2
all	RB	5
around	RB	1
these	DT	10
merry	JJ	1
fellow	NN	1
name	VBN	3
named	VBN	3
aqua	NNP	14
silver	JJ	1
back	NNS	2
backs	NNS	2
fish	NNS	1
fishes	NNS	1
plunge	VBD	2
plunged	VBD	2
up	RB	7
down	RB	9
wave	NNS	3
waves	NNS	3
high	RB	1
*t*2	-NONE-	1
spring	VBD	2
sprung	VBD	1
again	RB	6
mother	NN	9
lap	NN	1
know	VBP	4
beautiful	JJ	6
she	PRP	102
summer	NN	2
her	PRP$	68
dark	JJ	5
blue	JJ	3
dress	NN	1
white	JJ	6
ruffle	NNS	1
ruffles	NNS	1
happy	JJ	2
drop	NN	2
tire	VBD	1
tired	VBD	1
play	NN	2
look	VBG	5
looking	VBG	5
sky	NN	5
above	IN	2
think	VBD	9
thought	VBD	9
like	VB	2
have	VB	22
sail	NN	1
marshmallow-like	JJ	1
cloud	NNS	2
clouds	NNS	2
instead	RB	1
spend	VBG	1
spending	VBG	1
whole	JJ	6
life	NN	5
aqua	NNS	1
afraid	JJ	1
finally	RB	5
face	VB	1
demon	NNS	1
demons	NNS	1
solution	NN	2
involve	VBG	2
involving	VBG	2
sun	NN	7
carry	VBG	1
carrying	VBG	1
ideal	JJ	2
understand	VBD	5
understood	VBD	5
request	NN	1
acquiesce	VBD	1
acquiesced	VBD	1
also	RB	10
take	VBD	6
took	VBD	6
many	JJ	16
other	JJ	26
might	MD	6
lonesome	JJ	1
all	PDT	12
change	VBN	2
changed	VBN	2
mist	NN	1
or	CC	46
vapor	NN	4
do	VBP	7
know	VB	4
breathe	VB	1
air	NN	7
cold	JJ	3
enough	RB	3
come	VBG	1
coming	VBG	1
out	RB	7
your	PRP$	4
thick	RB	1
fast	RB	4
like	RB	2
steam	NN	1
near	IN	5
earth	NN	12
we	PRP	10
call	VBP	2
fog	JJ	1
dance	VBD	1
danced	VBD	1
because	IN	15
shape	NN	1
sunbeam	NNS	1
sunbeams	NNS	1
let	VBD	1
higher	RBR	2
sail	VBD	1
sailed	VBD	1
though	IN	8
grand	JJ	1
friend	NNS	2
friends	NNS	2
fish	NN	4
grow	VBD	5
grew	VBD	5
dizzy	JJ	1
enjoy	VBD	1
enjoyed	VBD	1
world	NN	7
below	JJ	1
while	IN	4
wind	NN	4
scatter	VBN	1
scattered	VBN	1
across	IN	3
four	CD	1
corner	NNS	2
corners	NNS	2
after	IN	9
while	NN	3
bed	NN	7
become	VBD	3
became	VBD	3
red	JJ	6
sink	VB	1
low	JJR	2
lower	JJR	2
until	IN	8
clear	RB	1
sight	NN	3
poor	NNP	2
aqua	NN	1
frighten	VBN	1
frightened	VBN	1
impending	JJ	1
cold	NN	6
darkness	NNS	2
wish	VBD	4
wished	VBD	4
sleep	VB	1
somewhere	NN	1
closer	RBR	1
hear	VBD	5
heard	VBD	5
blow	VB	1
conjecture	VBD	1
conjectured	VBD	1
maybe	RB	1
take	VB	6
pity	NN	1
fan	VBD	1
fanned	VBD	1
together	RB	5
brother	NNS	3
brothers	NNS	3
sister	NNS	2
sisters	NNS	2
gray	JJ	1
cloud	NN	2
blow	VBD	1
blew	VBD	1
apart	RB	1
tell	VBD	7
told	VBD	7
hurry	VB	1
furious	RB	1
fight	VBG	1
fighting	VBG	1
chance	NN	2
reach	VBG	1
reaching	VBG	1
roll	VBG	2
rolling	VBG	2
over	IN	10
each	DT	4
patter	NN	1
clatter	NN	1
spatter	NN	1
touch	VBD	1
touched	VBD	1
ground	NN	3
that	WPD	1
raindrop	NNS	2
raindrops	NNS	2
fell	VBD	5
on	RP	8
translated_aposs	VBZ	10
rain	VBG	1
raining	VBG	1
umbrella	NNS	1
umbrellas	NNS	1
some	DT	16
fortunate	JJ	1
include	VBG	6
including	VBG	6
mountainside	NN	1
down	IN	3
rocky	JJ	1
cliff	NN	1
run	VBD	2
ran	VBD	2
mountain	NN	1
brook	NN	4
foam	VBG	1
foaming	VBG	1
dash	VBG	1
dashing	VBG	1
along	RB	1
leap	VBG	1
leaping	VBG	1
rock	NNS	1
rocks	NNS	1
rush	VBG	1
rushing	VBG	1
hillside	NN	2
below	IN	1
strange	JJ	1
strangest	JJ	1
clattering	NN	1
noise	NN	2
flour	NN	2
stand	VBG	2
standing	VBG	2
bank	NN	1
inside	IN	2
stone	NNS	2
stones	NNS	2
big	JJ	9
wheel	NN	2
keep	VBD	2
kept	VBD	2
whiz	VBG	1
whizzing	VBG	1
round	IN	3
smooth	VBN	1
smoothed	VBN	1
spinning	NN	1
grind	VBG	1
grinding	VBG	1
wheat	NN	1
corn	NN	1
golden	JJ	1
meal	NN	1
what	WDT	3
giant	NN	2
suppose	VB	1
turn	VB	2
swing	VB	1
tremendous	JJ	1
our	PRP$	5
tiny	JJ	2
sprang	VBD	1
hundred	NNS	3
hundreds	NNS	3
whirl	VBD	1
whirled	VBD	1
over	RP	7
lucky	JJ	1
swim	VBG	2
swimming	VBG	2
next	RB	3
empty	VBN	1
emptied	VBN	1
duck	NNS	2
ducks	NNS	2
goose	NNS	1
geese	NNS	1
live	VBG	2
living	VBG	2
peacefully	RB	1
hide-and-seek	NN	1
brother	NN	3
fool	VBN	2
fooled	VBN	2
pool	NN	2
pretend	VBG	1
pretending	VBG	1
hide	VB	3
sneak	VBG	1
sneaking	VBG	1
under	IN	2
rock	NN	1
obscured	JJ	1
puddle	NN	1
blatantly	RB	1
peek	VBN	1
peeked	VBN	1
follow	VBN	1
followed	VBN	1
enter	VBD	2
entered	VBD	2
search	VBD	1
searched	VBD	1
extremely	RB	1
surprised	JJ	1
give	VBD	5
gave	VBD	5
stay	VBD	1
stayed	VBD	1
sail	VBG	1
sailing	VBG	1
translated_apos	POS	2
ship	NNS	2
ships	NNS	2
frog	NNS	1
frogs	NNS	1
horse	NNS	1
horses	NNS	1
tire	VBN	1
tired	VBN	1
dull	JJ	1
float	VBD	1
floated	VBD	1
bridge	NN	1
long	JJ	3
distance	NN	1
another	DT	8
tumble	VBG	1
tumbling	VBG	1
translated_aposs	PRP	1
join	VB	2
hand	NNS	2
hands	NNS	2
overcome	VBG	1
overcoming	VBG	1
child	NN	3
bewitch	VBG	1
bewitching	VBG	1
river	NN	2
float	VB	1
long	RB	1
ago	RB	2
stream	NN	1
wide	JJR	1
wider	JJR	1
realize	VBD	1
realized	VBD	1
journey	NN	2
over	JJ	1
come	VBN	3
full	JJ	2
circle	NN	1
home	NN	8
safe	JJS	1
safest	JJS	1
sweet	JJS	1
sweetest	JJS	1
during	IN	6
warm	JJ	3
evening	NNS	1
evenings	NNS	1
take	VBP	1
walk	NN	1
beach	NN	1
hear	VB	4
gentle	JJ	1
rippling	JJ	1
swash	NN	1
say	VBP	1
must	MD	6
gurgle	VBG	1
gurgling	VBG	1
voice	NNS	1
voices	NNS	1
drop	NP	1
drops	NP	1
wonderful	JJ	2
last	JJ	4
evening	NN	4
old	JJ	7
year	NN	5
snow	NN	2
fall	VBG	2
falling	VBG	2
fast	JJ	1
furious	JJ	1
girl	NN	25
one	NN	13
shelter	VBD	1
sheltered	VBD	1
gelid	JJ	1
roam	VBD	1
roamed	VBD	1
street	NNS	2
streets	NNS	2
bare	JJ	1
naked	JJ	2
poor	JJ	3
church	NN	1
mouse	NN	7
pair	NN	3
slipper	NNS	3
slippers	NNS	3
her	PRP	31
leave	VBD	1
left	VBD	1
use	NN	2
chocolate	NN	1
teapot	NN	1
own	VBN	1
owned	VBN	1
large	JJ	6
emaciated	JJ	1
lose	VBN	2
lost	VBN	2
run	VBG	1
running	VBG	1
street	NN	1
avoid	VB	1
carriage	NNS	1
carriages	NNS	1
along	RP	2
terrible	JJ	1
rate	NN	1
boy	NN	1
seize	VBD	1
seized	VBD	1
upon	RP	1
use	VB	1
pet	JJ	1
wonder	VBG	1
wondering	VBG	1
get	VB	5
dreadful	JJ	1
night	NN	4
approach	VBD	1
approached	VBD	1
hovel	NN	1
use	VBN	3
used	VBN	3
shelter	NN	1
time	NNS	4
times	NNS	4
before	RB	3
find	VBD	6
found	VBD	6
entrance	NN	1
lock	VBN	1
locked	VBN	1
tough	JJ	1
luck	NN	2
bad	JJR	2
worse	JJR	2
others	NNS	7
good	NNP	1
samaritan	NNP	1
penny	NN	1
sell	VBG	1
selling	VBG	1
any	DT	6
match	NNS	5
matches	NNS	5
carry	VBD	1
carried	VBD	1
apron	NN	1
grandmother	NN	8
picture	NN	1
misery	NN	1
fair	JJ	1
hair	NN	11
hang	VBN	1
hung	VBN	1
curl	NNS	1
curls	NNS	1
shoulder	NNS	1
shoulders	NNS	1
snowflake	NNS	1
snowflakes	NNS	1
land	VBG	1
landing	VBG	1
do	VBD	15
did	VBD	15
notice	VB	2
shiver	VBD	1
shivered	VBD	1
lose	VBG	1
losing	VBG	1
strength	NN	1
begin	VBG	2
beginning	VBG	2
doubt	VB	1
weather	VB	1
storm	NN	1
new	NNP	3
year	NNP	2
herself	PRP	9
light	NNS	1
lights	NNS	1
shine	VBP	2
shone	VBP	2
every	DT	4
window	NN	1
savory	JJ	1
smell	NN	1
roast	NN	1
goose	NN	2
creep	VBD	2
crept	VBD	2
outside	RB	3
alone	RB	2
exhausted	JJ	1
sit	VBD	5
sat	VBD	5
down	RP	6
corner	NN	1
bakery	NN	1
rag	NN	1
find	VBN	4
found	VBN	5
leg	NNS	2
legs	NNS	2
cover	VB	2
keep	VB	4
off	RP	5
completely	RB	2
envelop	VBN	1
enveloped	VBN	1
dare	VBD	2
dared	VBD	2
sell	VBN	1
sold	VBN	1
father	NN	1
mean	NN	1
moody	NN	1
since	IN	5
wife	NN	1
meet	VB	1
maker	NN	1
certainly	RB	2
beat	VB	2
do	VBN	2
done	VBN	2
several	JJ	6
week	NNS	2
weeks	NNS	2
past	JJ	1
today	NN	2
besides	RB	1
patchy	JJ	1
roof	NN	1
freeze	VBN	3
frozen	VBN	3
solid	RB	1
burning	JJ	1
match	NN	8
good	NN	1
scratch	VB	1
sound	VBD	2
sounded	VBD	2
how	RB	3
sputter	VBD	1
sputtered	VBD	1
burn	VBN	1
burnt	VBN	1
candle-like	JJ	1
bright	JJ	3
light	NN	7
hide	VBD	1
hid	VBD	1
hold	VBD	3
held	VBD	3
want	VBN	1
wanted	VBN	1
buy	VB	5
really	RB	4
seem	VBD	6
seemed	VBD	6
iron	NN	1
stove	NN	1
polished	JJ	1
brass	NN	3
ornament	NN	1
fire	NN	4
burn	VBD	1
burned	VBD	1
pleased	JJ	1
actually	RB	3
stretch	VBN	1
stretched	VBN	1
warm	VB	2
flame	NN	2
short	JJ	3
stubby	JJ	1
rub	VBD	2
rubbed	VBD	2
wall	NN	7
lo	JJ	1
behold	JJ	1
transport	VBN	1
transported	VBN	1
dank	JJ	1
sunny	JJ	1
forest	NN	2
bird	NNS	27
birds	NNS	27
chirp	VBG	2
chirping	VBG	2
wildflower	NNS	1
wildflowers	NNS	1
birch	NNS	1
birches	NNS	1
squirrel	NN	3
hide	VBP	1
hid	VBP	1
food	NN	3
scurry	VBD	1
scurried	VBD	1
underbrush	NN	1
curious	JJ	1
dig	VBD	1
dug	VBD	1
forget	VBD	2
forgot	VBD	2
put	VB	2
nowhere	RB	2
ntranslated_apost	RB	13
before	IN	8
thick	JJ	1
damp	JJ	1
despondently	RB	1
fully	RB	1
darkened	JJ	1
star	NN	2
fall	VB	1
leave	VBG	1
leaving	VBG	1
streak	NN	1
someone	NN	2
die	VBG	1
dying	VBG	1
love	VBN	1
loved	VBN	1
most	JJS	5
use	VBD	2
used	VBD	2
sunday	NNP	1
tell	VBN	2
told	VBN	2
*t*-4	-NONE-	2
fall	VBZ	1
falls	VBZ	1
soul	NN	1
leave	VBZ	1
leaves	VBZ	1
brightness	NNS	2
love	VBG	1
loving	VBG	1
appearance	NN	1
disappear	VB	3
grandmother	NNP	1
o	NNP	1
away	RP	5
burn	VBZ	1
burns	VBZ	1
light	VB	1
bundle	NN	2
order	NN	3
glow	VBD	1
glowed	VBD	1
brighter	JJ	1
never	RB	3
appear	VBN	1
appeared	VBN	1
arm	NNS	4
arms	NNS	4
both	DT	3
fly	VBD	6
flew	VBD	6
upwards	RB	1
joy	NN	1
far	RB	1
neither	CC	1
nor	CC	3
hunger	NN	2
safe	JJ	4
dawn	NN	2
morning	NN	3
lay	VBD	2
frown	VBG	1
frowning	VBG	1
smile	VBG	3
smiling	VBG	3
pale	JJ	1
lean	VBG	1
leaning	VBG	1
against	IN	3
stone	RB	1
dead	JJ	1
child	NNP	1
children	NNP	1
ask	VBG	1
asking	VBG	1
parent	NNS	3
parents	NNS	3
help	VBD	1
helped	VBD	1
dirt	RB	1
helpless	JJ	1
passersby	NN	1
motionless	JJ	1
help	VBN	1
helped	VBN	1
intention	NNS	1
intentions	NNS	1
late	RB	1
dollar	NN	1
short	RB	1
suspect	VBD	1
suspected	VBD	1
fall	VBN	1
fallen	VBN	1
asleep	JJ	1
imagine	VBD	1
imagined	VBD	1
thing	NNS	6
things	NNS	6
see	VBN	4
seen	VBN	4
glory	NN	1
enter	VBN	1
entered	VBN	1
head	NNS	1
heads	NNS	1
master	NN	1
number	NN	3
choose	VBN	1
chosen	VBN	1
king	NN	19
meeting	NN	4
call	VBN	5
called	VBN	5
distant	JJ	1
land	NNS	1
lands	NNS	1
unable	JJ	1
faraway	JJ	1
meadow	NNS	1
meadows	NNS	1
wood	NNS	1
woods	NNS	1
eagle	NN	9
de	FW	2
facto	FW	1
arrive	VBD	2
arrived	VBD	2
fashionably	RB	1
late	JJ	4
hawk	NN	1
excited	JJ	2
horse	NN	1
small	JJ	10
fry	NN	1
robin	NN	1
bluebird	NN	1
owl	NN	8
lark	NN	1
sparrow	NN	1
million	CD	1
present	JJ	2
cuckoo	NN	1
invite	VBN	1
invited	VBN	1
call	NN	1
annoy	VBD	1
annoyed	VBD	1
bird	NN	19
name	NN	4
overturn	VBG	1
overturning	VBG	1
balance	NN	1
power	NN	2
confusion	NN	3
expect	VBN	3
expected	VBN	3
sheer	JJ	1
number	NNS	1
numbers	NNS	1
gather	VBN	1
gathered	VBN	1
pip	VBG	1
piping	VBG	1
hiss	VBG	1
hissing	VBG	1
clack	VBG	1
clacking	VBG	1
decide	VBN	1
decided	VBN	1
fly	VB	2
high	JJS	2
highest	JJS	2
should	MD	7
low	RB	1
hop	VBG	2
hopping	VBG	2
onto	IN	4
back	NN	2
competition	NN	1
about	RB	5
commence	VB	1
flock	NN	1
signal	NN	1
dust	NN	2
black	JJ	1
float	VBG	1
floating	VBG	1
field	NN	2
flap	VBG	1
flapping	VBG	1
field	NNS	1
fields	NNS	1
mile	NNS	1
miles	NNS	1
tired	JJ	2
fact	NN	9
large	JJR	1
larger	JJR	1
one	NNS	1
ones	NNS	1
longer	RBR	1
high	JJR	10
higher	JJR	10
surprise	VBD	1
surprised	VBD	1
anyone	NN	2
stop	VB	1
fly	VBG	6
flying	VBG	6
straight	RB	3
bag	NN	1
am	VBP	9
below	RB	1
call	VBD	1
called	VBD	1
accord	NN	1
,	CC	6
except	IN	1
cry	VBN	1
cried	VBN	1
shrill	JJ	2
voice	NN	3
blue	NN	1
without	IN	3
rise	VBD	1
rose	VBD	1
lie	VBN	1
lain	VBN	1
hide	VBN	3
hidden	VBN	3
feather	NNS	2
feathers	NNS	2
guile	NN	1
ace	NN	1
up	IN	1
sleeve	NN	1
laugh	VBD	2
laughed	VBD	2
easy	JJ	2
outwit	VB	1
mount	VBD	1
mounted	VBD	1
fold	VBG	1
folding	VBG	1
wing	NNS	3
wings	NNS	3
together	RP	1
sink	VBD	1
sank	VBD	1
cry	VBG	1
crying	VBG	1
shrilly	RB	1
trick	VBN	1
tricked	VBN	1
sense	VBN	1
sensed	VBN	1
fume	VBG	1
fuming	VBG	1
anger	NN	2
break	VBG	1
breaking	VBG	1
rule	NN	1
book	NN	5
simply	RB	2
reign	VB	1
us	PRP	3
clear	VB	1
everyone	NN	1
start	VB	1
clean	JJ	1
slate	NN	1
perform	VB	2
new	JJ	15
challenge	VBG	1
challenging	VBG	1
task	NN	2
decide	VB	1
real	JJ	2
gather	VBD	1
gathered	VBD	1
case	NN	3
resolve	VBN	1
resolved	VBN	1
make	VBG	3
making	VBG	3
condition	NN	6
*rnr*-2	-NONE-	1
deep	JJS	1
deepest	JJS	1
despise	VBN	1
despised	VBN	1
square	JJ	1
confident	JJ	2
play	VBD	1
played	VBD	1
card	NNS	1
cards	NNS	1
wallow	VBD	1
wallowed	VBD	1
sand	NN	1
duck	NN	1
strive	VBD	1
strove	VBD	1
dig	VB	1
hole	NN	6
practically	RB	1
nameless	JJ	2
pitch	NN	2
creep	VBG	1
creeping	VBG	1
in	RB	1
avail	NN	1
remaining	JJ	1
littlest	JJ	1
outwit	VBN	1
outwitted	VBN	1
angrily	RB	1
think	VB	2
reward	VB	1
cunning	NN	1
no	UH	4
shall	MD	1
stay	VB	1
till	IN	1
die	VBP	1
shut	VBD	3
unwillingly	RB	1
bid	VB	1
bade	VB	1
watch	VB	2
carefully	RB	1
assign	VBN	1
assigned	VBN	1
stand	VB	1
guard	NN	1
job	NN	1
lonely	JJ	1
wearisome	JJ	1
star	VBG	1
staring	VBG	1
close	VB	1
eye	NN	4
so	CC	1
close	VBD	2
closed	VBD	2
star	VBD	1
stared	VBD	1
steadfastly	RB	1
one	PRP	1
asleep	RB	1
guard	VBN	1
guarded	VBN	1
peep	VBD	1
peeped	VBD	1
tight	RB	1
slip	VBD	1
slipped	VBD	1
want	VBD	2
wanted	VBD	2
shout	VB	1
good	JJR	5
better	JJR	5
on	RB	1
show	VB	2
fear	NN	1
daylight	NNS	1
daylights	NNS	1
fly	VBZ	1
flies	VBZ	1
nighttime	NN	1
hat	VBG	1
hating	VBG	1
pursue	VBG	1
pursuing	VBG	1
have	VBG	2
having	VBG	2
make	VBN	3
made	VBN	3
keep	VBZ	1
keeps	VBZ	1
fear	VBZ	1
fears	VBZ	1
punish	VB	1
rejection	NN	1
bitter	JJ	1
pill	NN	1
swallow	VB	1
let	VBN	1
slip	VB	1
hide	VBZ	1
hides	VBZ	1
hedge	NNS	1
hedges	NNS	1
think	VBZ	1
thinks	VBZ	1
sing	VBZ	1
sings	VBZ	1
mockery	NN	1
yes	UH	3
hedge-king	NN	2
ten	CD	6
year	NNS	11
years	NNS	11
figure	VB	1
elvis	NNP	13
presley	NNP	3
guy	NN	2
rest	NN	3
boy	NNS	3
boys	NNS	3
different	JJ	2
something	NN	7
pretty	RB	1
